Tree	R-F_Cluster	R-F_Cluster_toYuleAvg	R-F_Cluster_toUnifAvg
2281	4.5000	0.9579	0.9611
2282	2.5000	0.5321	0.5340
2283	4.5000	0.9579	0.9611
2284	4.5000	0.9579	0.9611
2285	4.5000	0.9579	0.9611
2286	3.5000	0.7450	0.7475
2287	4.5000	0.9579	0.9611
2288	3.5000	0.7450	0.7475
2289	4.5000	0.9579	0.9611
2290	3.5000	0.7450	0.7475
2291	4.5000	0.9579	0.9611
2292	4.5000	0.9579	0.9611
2293	4.5000	0.9579	0.9611
2294	4.5000	0.9579	0.9611
2295	3.5000	0.7450	0.7475
2296	4.5000	0.9579	0.9611
2297	4.5000	0.9579	0.9611
2298	3.5000	0.7450	0.7475
2299	4.5000	0.9579	0.9611
2300	3.5000	0.7450	0.7475
2301	3.5000	0.7450	0.7475
2302	3.5000	0.7450	0.7475
2303	3.5000	0.7450	0.7475
2304	4.5000	0.9579	0.9611
2305	3.5000	0.7450	0.7475
2306	4.5000	0.9579	0.9611
2307	3.5000	0.7450	0.7475
2308	3.5000	0.7450	0.7475
2309	4.5000	0.9579	0.9611
2310	3.5000	0.7450	0.7475
2311	4.5000	0.9579	0.9611
2312	4.5000	0.9579	0.9611
2313	3.5000	0.7450	0.7475
2314	3.5000	0.7450	0.7475
2315	3.5000	0.7450	0.7475
2316	4.5000	0.9579	0.9611
2317	3.5000	0.7450	0.7475
2318	4.5000	0.9579	0.9611
2319	3.5000	0.7450	0.7475
2320	4.5000	0.9579	0.9611
2321	4.5000	0.9579	0.9611
2322	4.5000	0.9579	0.9611
2323	4.5000	0.9579	0.9611
2324	3.5000	0.7450	0.7475
2325	4.5000	0.9579	0.9611
2326	4.5000	0.9579	0.9611
2327	3.5000	0.7450	0.7475
2328	4.5000	0.9579	0.9611
2329	4.5000	0.9579	0.9611
2330	4.5000	0.9579	0.9611
2331	3.5000	0.7450	0.7475
2332	4.5000	0.9579	0.9611
2333	3.5000	0.7450	0.7475
2334	4.5000	0.9579	0.9611
2335	3.5000	0.7450	0.7475
2336	4.5000	0.9579	0.9611
2337	4.5000	0.9579	0.9611
2338	4.5000	0.9579	0.9611
2339	4.5000	0.9579	0.9611
2340	4.5000	0.9579	0.9611
2341	4.5000	0.9579	0.9611
2342	4.5000	0.9579	0.9611
2343	4.5000	0.9579	0.9611
2344	3.5000	0.7450	0.7475
2345	4.5000	0.9579	0.9611
2346	4.5000	0.9579	0.9611
2347	4.5000	0.9579	0.9611
2348	4.5000	0.9579	0.9611
2349	4.5000	0.9579	0.9611
2350	4.5000	0.9579	0.9611
2351	4.5000	0.9579	0.9611
2352	3.5000	0.7450	0.7475
2353	3.5000	0.7450	0.7475
2354	4.5000	0.9579	0.9611
2355	3.5000	0.7450	0.7475
2356	4.5000	0.9579	0.9611
2357	4.5000	0.9579	0.9611
2358	4.5000	0.9579	0.9611
2359	4.5000	0.9579	0.9611
2360	3.5000	0.7450	0.7475
2361	4.5000	0.9579	0.9611
2362	4.5000	0.9579	0.9611
2363	4.5000	0.9579	0.9611
2364	4.5000	0.9579	0.9611
2365	4.5000	0.9579	0.9611
2366	4.5000	0.9579	0.9611
2367	4.5000	0.9579	0.9611
2368	4.5000	0.9579	0.9611
2369	4.5000	0.9579	0.9611
2370	4.5000	0.9579	0.9611
2371	4.5000	0.9579	0.9611
2372	4.5000	0.9579	0.9611
2373	4.5000	0.9579	0.9611
2374	1.5000	0.3193	0.3204
2375	4.5000	0.9579	0.9611
2376	3.5000	0.7450	0.7475
2377	4.5000	0.9579	0.9611
2378	4.5000	0.9579	0.9611
2379	4.5000	0.9579	0.9611
2380	3.5000	0.7450	0.7475
2381	4.5000	0.9579	0.9611
2382	3.5000	0.7450	0.7475
2383	4.5000	0.9579	0.9611
2384	4.5000	0.9579	0.9611
2385	3.5000	0.7450	0.7475
2386	4.5000	0.9579	0.9611
2387	4.5000	0.9579	0.9611
2388	4.5000	0.9579	0.9611
2389	3.5000	0.7450	0.7475
2390	4.5000	0.9579	0.9611
2391	3.5000	0.7450	0.7475
2392	3.5000	0.7450	0.7475
2393	4.5000	0.9579	0.9611
2394	4.5000	0.9579	0.9611
2395	4.5000	0.9579	0.9611
2396	3.5000	0.7450	0.7475
2397	4.5000	0.9579	0.9611
2398	3.5000	0.7450	0.7475
2399	4.5000	0.9579	0.9611
2400	3.5000	0.7450	0.7475
2401	4.5000	0.9579	0.9611
2402	4.5000	0.9579	0.9611
2403	4.5000	0.9579	0.9611
2404	4.5000	0.9579	0.9611
2405	4.5000	0.9579	0.9611
2406	4.5000	0.9579	0.9611
2407	3.5000	0.7450	0.7475
2408	3.5000	0.7450	0.7475
2409	4.5000	0.9579	0.9611
2410	2.5000	0.5321	0.5340
2411	3.5000	0.7450	0.7475
2412	4.5000	0.9579	0.9611
2413	4.5000	0.9579	0.9611
2414	4.5000	0.9579	0.9611
2415	4.5000	0.9579	0.9611
2416	4.5000	0.9579	0.9611
2417	4.5000	0.9579	0.9611
2418	4.5000	0.9579	0.9611
2419	4.5000	0.9579	0.9611
2420	4.5000	0.9579	0.9611
2421	3.5000	0.7450	0.7475
2422	4.5000	0.9579	0.9611
2423	4.5000	0.9579	0.9611
2424	4.5000	0.9579	0.9611
2425	3.5000	0.7450	0.7475
2426	4.5000	0.9579	0.9611
2427	4.5000	0.9579	0.9611
2428	4.5000	0.9579	0.9611
2429	3.5000	0.7450	0.7475
2430	4.5000	0.9579	0.9611
2431	4.5000	0.9579	0.9611
2432	3.5000	0.7450	0.7475
2433	4.5000	0.9579	0.9611
2434	4.5000	0.9579	0.9611
2435	4.5000	0.9579	0.9611
2436	4.5000	0.9579	0.9611
2437	4.5000	0.9579	0.9611
2438	3.5000	0.7450	0.7475
2439	4.5000	0.9579	0.9611
2440	4.5000	0.9579	0.9611
2441	4.5000	0.9579	0.9611
2442	4.5000	0.9579	0.9611
2443	3.5000	0.7450	0.7475
2444	4.5000	0.9579	0.9611
2445	4.5000	0.9579	0.9611
2446	4.5000	0.9579	0.9611
2447	4.5000	0.9579	0.9611
2448	4.5000	0.9579	0.9611
2449	4.5000	0.9579	0.9611
2450	4.5000	0.9579	0.9611
2451	3.5000	0.7450	0.7475
2452	4.5000	0.9579	0.9611
2453	4.5000	0.9579	0.9611
2454	3.5000	0.7450	0.7475
2455	4.5000	0.9579	0.9611
2456	3.5000	0.7450	0.7475
2457	4.5000	0.9579	0.9611
2458	4.5000	0.9579	0.9611
2459	3.5000	0.7450	0.7475
2460	4.5000	0.9579	0.9611
2461	4.5000	0.9579	0.9611
2462	3.5000	0.7450	0.7475
2463	4.5000	0.9579	0.9611
2464	4.5000	0.9579	0.9611
2465	4.5000	0.9579	0.9611
2466	4.5000	0.9579	0.9611
2467	4.5000	0.9579	0.9611
2468	4.5000	0.9579	0.9611
2469	4.5000	0.9579	0.9611
2470	4.5000	0.9579	0.9611
2471	4.5000	0.9579	0.9611
2472	4.5000	0.9579	0.9611
2473	4.5000	0.9579	0.9611
2474	4.5000	0.9579	0.9611
2475	4.5000	0.9579	0.9611
2476	3.5000	0.7450	0.7475
2477	2.5000	0.5321	0.5340
2478	3.5000	0.7450	0.7475
2479	3.5000	0.7450	0.7475
2480	4.5000	0.9579	0.9611
2481	4.5000	0.9579	0.9611
2482	4.5000	0.9579	0.9611
2483	4.5000	0.9579	0.9611
2484	4.5000	0.9579	0.9611
2485	3.5000	0.7450	0.7475
2486	4.5000	0.9579	0.9611
2487	4.5000	0.9579	0.9611
2488	3.5000	0.7450	0.7475
2489	4.5000	0.9579	0.9611
2490	3.5000	0.7450	0.7475
2491	4.5000	0.9579	0.9611
2492	3.5000	0.7450	0.7475
2493	3.5000	0.7450	0.7475
2494	4.5000	0.9579	0.9611
2495	3.5000	0.7450	0.7475
2496	4.5000	0.9579	0.9611
2497	3.5000	0.7450	0.7475
2498	4.5000	0.9579	0.9611
2499	4.5000	0.9579	0.9611
2500	3.5000	0.7450	0.7475
2501	4.5000	0.9579	0.9611
2502	2.5000	0.5321	0.5340
2503	4.5000	0.9579	0.9611
2504	3.5000	0.7450	0.7475
2505	4.5000	0.9579	0.9611
2506	4.5000	0.9579	0.9611
2507	4.5000	0.9579	0.9611
2508	4.5000	0.9579	0.9611
2509	4.5000	0.9579	0.9611
2510	4.5000	0.9579	0.9611
2511	4.5000	0.9579	0.9611
2512	4.5000	0.9579	0.9611
2513	4.5000	0.9579	0.9611
2514	3.5000	0.7450	0.7475
2515	3.5000	0.7450	0.7475
2516	4.5000	0.9579	0.9611
2517	4.5000	0.9579	0.9611
2518	3.5000	0.7450	0.7475
2519	3.5000	0.7450	0.7475
2520	4.5000	0.9579	0.9611
2521	4.5000	0.9579	0.9611
2522	4.5000	0.9579	0.9611
2523	4.5000	0.9579	0.9611
2524	3.5000	0.7450	0.7475
2525	4.5000	0.9579	0.9611
2526	4.5000	0.9579	0.9611
2527	4.5000	0.9579	0.9611
2528	4.5000	0.9579	0.9611
2529	4.5000	0.9579	0.9611
2530	4.5000	0.9579	0.9611
2531	2.5000	0.5321	0.5340
2532	4.5000	0.9579	0.9611
2533	4.5000	0.9579	0.9611
2534	4.5000	0.9579	0.9611
2535	4.5000	0.9579	0.9611
2536	4.5000	0.9579	0.9611
2537	4.5000	0.9579	0.9611
2538	4.5000	0.9579	0.9611
2539	3.5000	0.7450	0.7475
2540	4.5000	0.9579	0.9611
2541	4.5000	0.9579	0.9611
2542	4.5000	0.9579	0.9611
2543	4.5000	0.9579	0.9611
2544	4.5000	0.9579	0.9611
2545	4.5000	0.9579	0.9611
2546	3.5000	0.7450	0.7475
2547	2.5000	0.5321	0.5340
2548	3.5000	0.7450	0.7475
2549	4.5000	0.9579	0.9611
2550	4.5000	0.9579	0.9611
2551	3.5000	0.7450	0.7475
2552	4.5000	0.9579	0.9611
2553	2.5000	0.5321	0.5340
2554	4.5000	0.9579	0.9611
2555	4.5000	0.9579	0.9611
2556	3.5000	0.7450	0.7475
2557	4.5000	0.9579	0.9611
2558	4.5000	0.9579	0.9611
2559	3.5000	0.7450	0.7475
2560	4.5000	0.9579	0.9611
2561	3.5000	0.7450	0.7475
2562	4.5000	0.9579	0.9611
2563	3.5000	0.7450	0.7475
2564	4.5000	0.9579	0.9611
2565	3.5000	0.7450	0.7475
2566	4.5000	0.9579	0.9611
2567	4.5000	0.9579	0.9611
2568	4.5000	0.9579	0.9611
2569	4.5000	0.9579	0.9611
2570	4.5000	0.9579	0.9611
2571	4.5000	0.9579	0.9611
2572	2.5000	0.5321	0.5340
2573	4.5000	0.9579	0.9611
2574	3.5000	0.7450	0.7475
2575	3.5000	0.7450	0.7475
2576	4.5000	0.9579	0.9611
2577	4.5000	0.9579	0.9611
2578	4.5000	0.9579	0.9611
2579	3.5000	0.7450	0.7475
2580	3.5000	0.7450	0.7475
2581	4.5000	0.9579	0.9611
2582	4.5000	0.9579	0.9611
2583	4.5000	0.9579	0.9611
2584	4.5000	0.9579	0.9611
2585	3.5000	0.7450	0.7475
2586	4.5000	0.9579	0.9611
2587	4.5000	0.9579	0.9611
2588	4.5000	0.9579	0.9611
2589	4.5000	0.9579	0.9611
2590	4.5000	0.9579	0.9611
2591	4.5000	0.9579	0.9611
2592	4.5000	0.9579	0.9611
2593	3.5000	0.7450	0.7475
2594	3.5000	0.7450	0.7475
2595	4.5000	0.9579	0.9611
2596	3.5000	0.7450	0.7475
2597	4.5000	0.9579	0.9611
2598	3.5000	0.7450	0.7475
2599	4.5000	0.9579	0.9611
2600	4.5000	0.9579	0.9611
2601	4.5000	0.9579	0.9611
2602	3.5000	0.7450	0.7475
2603	4.5000	0.9579	0.9611
2604	4.5000	0.9579	0.9611
2605	3.5000	0.7450	0.7475
2606	4.5000	0.9579	0.9611
2607	4.5000	0.9579	0.9611
2608	4.5000	0.9579	0.9611
2609	4.5000	0.9579	0.9611
2610	4.5000	0.9579	0.9611
2611	3.5000	0.7450	0.7475
2612	4.5000	0.9579	0.9611
2613	3.5000	0.7450	0.7475
2614	3.5000	0.7450	0.7475
2615	4.5000	0.9579	0.9611
2616	2.5000	0.5321	0.5340
2617	3.5000	0.7450	0.7475
2618	3.5000	0.7450	0.7475
2619	4.5000	0.9579	0.9611
2620	4.5000	0.9579	0.9611
2621	4.5000	0.9579	0.9611
2622	4.5000	0.9579	0.9611
2623	2.5000	0.5321	0.5340
2624	4.5000	0.9579	0.9611
2625	4.5000	0.9579	0.9611
2626	4.5000	0.9579	0.9611
2627	3.5000	0.7450	0.7475
2628	4.5000	0.9579	0.9611
2629	2.5000	0.5321	0.5340
2630	4.5000	0.9579	0.9611
2631	4.5000	0.9579	0.9611
2632	3.5000	0.7450	0.7475
2633	4.5000	0.9579	0.9611
2634	4.5000	0.9579	0.9611
2635	4.5000	0.9579	0.9611
2636	4.5000	0.9579	0.9611
2637	3.5000	0.7450	0.7475
2638	4.5000	0.9579	0.9611
2639	3.5000	0.7450	0.7475
2640	4.5000	0.9579	0.9611
2641	4.5000	0.9579	0.9611
2642	3.5000	0.7450	0.7475
2643	4.5000	0.9579	0.9611
2644	4.5000	0.9579	0.9611
2645	3.5000	0.7450	0.7475
2646	4.5000	0.9579	0.9611
2647	2.5000	0.5321	0.5340
2648	4.5000	0.9579	0.9611
2649	4.5000	0.9579	0.9611
2650	3.5000	0.7450	0.7475
2651	4.5000	0.9579	0.9611
2652	4.5000	0.9579	0.9611
2653	4.5000	0.9579	0.9611
2654	3.5000	0.7450	0.7475
2655	3.5000	0.7450	0.7475
2656	3.5000	0.7450	0.7475
2657	2.5000	0.5321	0.5340
2658	3.5000	0.7450	0.7475
2659	4.5000	0.9579	0.9611
2660	4.5000	0.9579	0.9611
2661	4.5000	0.9579	0.9611
2662	4.5000	0.9579	0.9611
2663	4.5000	0.9579	0.9611
2664	4.5000	0.9579	0.9611
2665	0.5000	0.1064	0.1068
2666	4.5000	0.9579	0.9611
2667	3.5000	0.7450	0.7475
2668	3.5000	0.7450	0.7475
2669	4.5000	0.9579	0.9611
2670	4.5000	0.9579	0.9611
2671	3.5000	0.7450	0.7475
2672	4.5000	0.9579	0.9611
2673	3.5000	0.7450	0.7475
2674	3.5000	0.7450	0.7475
2675	4.5000	0.9579	0.9611
2676	3.5000	0.7450	0.7475
2677	1.5000	0.3193	0.3204
2678	2.5000	0.5321	0.5340
2679	4.5000	0.9579	0.9611
2680	4.5000	0.9579	0.9611
2681	3.5000	0.7450	0.7475
2682	4.5000	0.9579	0.9611
2683	4.5000	0.9579	0.9611
2684	4.5000	0.9579	0.9611
2685	4.5000	0.9579	0.9611
2686	4.5000	0.9579	0.9611
2687	4.5000	0.9579	0.9611
2688	4.5000	0.9579	0.9611
2689	4.5000	0.9579	0.9611
2690	4.5000	0.9579	0.9611
2691	4.5000	0.9579	0.9611
2692	3.5000	0.7450	0.7475
2693	4.5000	0.9579	0.9611
2694	3.5000	0.7450	0.7475
2695	4.5000	0.9579	0.9611
2696	4.5000	0.9579	0.9611
2697	4.5000	0.9579	0.9611
2698	4.5000	0.9579	0.9611
2699	4.5000	0.9579	0.9611
2700	4.5000	0.9579	0.9611
2701	4.5000	0.9579	0.9611
2702	4.5000	0.9579	0.9611
2703	4.5000	0.9579	0.9611
2704	4.5000	0.9579	0.9611
2705	4.5000	0.9579	0.9611
2706	4.5000	0.9579	0.9611
2707	3.5000	0.7450	0.7475
2708	1.5000	0.3193	0.3204
2709	4.5000	0.9579	0.9611
2710	3.5000	0.7450	0.7475
2711	4.5000	0.9579	0.9611
2712	3.5000	0.7450	0.7475
2713	4.5000	0.9579	0.9611
2714	3.5000	0.7450	0.7475
2715	4.5000	0.9579	0.9611
2716	4.5000	0.9579	0.9611
2717	4.5000	0.9579	0.9611
2718	3.5000	0.7450	0.7475
2719	4.5000	0.9579	0.9611
2720	4.5000	0.9579	0.9611
2721	4.5000	0.9579	0.9611
2722	3.5000	0.7450	0.7475
2723	4.5000	0.9579	0.9611
2724	4.5000	0.9579	0.9611
2725	4.5000	0.9579	0.9611
2726	3.5000	0.7450	0.7475
2727	4.5000	0.9579	0.9611
2728	3.5000	0.7450	0.7475
2729	3.5000	0.7450	0.7475
2730	4.5000	0.9579	0.9611
2731	4.5000	0.9579	0.9611
2732	3.5000	0.7450	0.7475
2733	4.5000	0.9579	0.9611
2734	4.5000	0.9579	0.9611
2735	3.5000	0.7450	0.7475
2736	3.5000	0.7450	0.7475
2737	3.5000	0.7450	0.7475
2738	4.5000	0.9579	0.9611
2739	4.5000	0.9579	0.9611
2740	3.5000	0.7450	0.7475
2741	4.5000	0.9579	0.9611
2742	4.5000	0.9579	0.9611
2743	3.5000	0.7450	0.7475
2744	4.5000	0.9579	0.9611
2745	4.5000	0.9579	0.9611
2746	3.5000	0.7450	0.7475
2747	4.5000	0.9579	0.9611
2748	3.5000	0.7450	0.7475
2749	4.5000	0.9579	0.9611
2750	4.5000	0.9579	0.9611
2751	4.5000	0.9579	0.9611
2752	4.5000	0.9579	0.9611
2753	4.5000	0.9579	0.9611
2754	4.5000	0.9579	0.9611
2755	4.5000	0.9579	0.9611
2756	4.5000	0.9579	0.9611
2757	3.5000	0.7450	0.7475
2758	4.5000	0.9579	0.9611
2759	4.5000	0.9579	0.9611
2760	4.5000	0.9579	0.9611
2761	4.5000	0.9579	0.9611
2762	4.5000	0.9579	0.9611
2763	4.5000	0.9579	0.9611
2764	4.5000	0.9579	0.9611
2765	3.5000	0.7450	0.7475
2766	3.5000	0.7450	0.7475
2767	4.5000	0.9579	0.9611
2768	3.5000	0.7450	0.7475
2769	4.5000	0.9579	0.9611
2770	4.5000	0.9579	0.9611
2771	4.5000	0.9579	0.9611
2772	4.5000	0.9579	0.9611
2773	4.5000	0.9579	0.9611
2774	4.5000	0.9579	0.9611
2775	4.5000	0.9579	0.9611
2776	3.5000	0.7450	0.7475
2777	4.5000	0.9579	0.9611
2778	4.5000	0.9579	0.9611
2779	3.5000	0.7450	0.7475
2780	4.5000	0.9579	0.9611
2781	4.5000	0.9579	0.9611
2782	3.5000	0.7450	0.7475
2783	2.5000	0.5321	0.5340
2784	4.5000	0.9579	0.9611
2785	4.5000	0.9579	0.9611
2786	4.5000	0.9579	0.9611
2787	2.5000	0.5321	0.5340
2788	4.5000	0.9579	0.9611
2789	3.5000	0.7450	0.7475
2790	4.5000	0.9579	0.9611
2791	4.5000	0.9579	0.9611
2792	4.5000	0.9579	0.9611
2793	4.5000	0.9579	0.9611
2794	3.5000	0.7450	0.7475
2795	4.5000	0.9579	0.9611
2796	3.5000	0.7450	0.7475
2797	4.5000	0.9579	0.9611
2798	4.5000	0.9579	0.9611
2799	4.5000	0.9579	0.9611
2800	4.5000	0.9579	0.9611
2801	4.5000	0.9579	0.9611
2802	4.5000	0.9579	0.9611
2803	4.5000	0.9579	0.9611
2804	4.5000	0.9579	0.9611
2805	4.5000	0.9579	0.9611
2806	3.5000	0.7450	0.7475
2807	4.5000	0.9579	0.9611
2808	4.5000	0.9579	0.9611
2809	3.5000	0.7450	0.7475
2810	3.5000	0.7450	0.7475
2811	4.5000	0.9579	0.9611
2812	2.5000	0.5321	0.5340
2813	4.5000	0.9579	0.9611
2814	3.5000	0.7450	0.7475
2815	3.5000	0.7450	0.7475
2816	3.5000	0.7450	0.7475
2817	4.5000	0.9579	0.9611
2818	3.5000	0.7450	0.7475
2819	3.5000	0.7450	0.7475
2820	3.5000	0.7450	0.7475
2821	3.5000	0.7450	0.7475
2822	4.5000	0.9579	0.9611
2823	2.5000	0.5321	0.5340
2824	4.5000	0.9579	0.9611
2825	4.5000	0.9579	0.9611
2826	4.5000	0.9579	0.9611
2827	4.5000	0.9579	0.9611
2828	2.5000	0.5321	0.5340
2829	4.5000	0.9579	0.9611
2830	4.5000	0.9579	0.9611
2831	4.5000	0.9579	0.9611
2832	4.5000	0.9579	0.9611
2833	3.5000	0.7450	0.7475
2834	3.5000	0.7450	0.7475
2835	4.5000	0.9579	0.9611
2836	3.5000	0.7450	0.7475
2837	4.5000	0.9579	0.9611
2838	4.5000	0.9579	0.9611
2839	4.5000	0.9579	0.9611
2840	4.5000	0.9579	0.9611
2841	4.5000	0.9579	0.9611
2842	4.5000	0.9579	0.9611
2843	4.5000	0.9579	0.9611
2844	4.5000	0.9579	0.9611
2845	4.5000	0.9579	0.9611
2846	3.5000	0.7450	0.7475
2847	3.5000	0.7450	0.7475
2848	4.5000	0.9579	0.9611
2849	3.5000	0.7450	0.7475
2850	2.5000	0.5321	0.5340
2851	4.5000	0.9579	0.9611
2852	4.5000	0.9579	0.9611
2853	3.5000	0.7450	0.7475
2854	4.5000	0.9579	0.9611
2855	4.5000	0.9579	0.9611
2856	4.5000	0.9579	0.9611
2857	3.5000	0.7450	0.7475
2858	4.5000	0.9579	0.9611
2859	4.5000	0.9579	0.9611
2860	3.5000	0.7450	0.7475
2861	4.5000	0.9579	0.9611
2862	4.5000	0.9579	0.9611
2863	4.5000	0.9579	0.9611
2864	4.5000	0.9579	0.9611
2865	4.5000	0.9579	0.9611
2866	4.5000	0.9579	0.9611
2867	4.5000	0.9579	0.9611
2868	4.5000	0.9579	0.9611
2869	3.5000	0.7450	0.7475
2870	4.5000	0.9579	0.9611
2871	4.5000	0.9579	0.9611
2872	4.5000	0.9579	0.9611
2873	3.5000	0.7450	0.7475
2874	4.5000	0.9579	0.9611
2875	4.5000	0.9579	0.9611
2876	4.5000	0.9579	0.9611
2877	3.5000	0.7450	0.7475
2878	3.5000	0.7450	0.7475
2879	4.5000	0.9579	0.9611
2880	4.5000	0.9579	0.9611
2881	4.5000	0.9579	0.9611
2882	4.5000	0.9579	0.9611
2883	2.5000	0.5321	0.5340
2884	3.5000	0.7450	0.7475
2885	4.5000	0.9579	0.9611
2886	4.5000	0.9579	0.9611
2887	4.5000	0.9579	0.9611
2888	4.5000	0.9579	0.9611
2889	2.5000	0.5321	0.5340
2890	4.5000	0.9579	0.9611
2891	4.5000	0.9579	0.9611
2892	4.5000	0.9579	0.9611
2893	4.5000	0.9579	0.9611
2894	4.5000	0.9579	0.9611
2895	4.5000	0.9579	0.9611
2896	4.5000	0.9579	0.9611
2897	4.5000	0.9579	0.9611
2898	4.5000	0.9579	0.9611
2899	3.5000	0.7450	0.7475
2900	3.5000	0.7450	0.7475
2901	4.5000	0.9579	0.9611
2902	4.5000	0.9579	0.9611
2903	4.5000	0.9579	0.9611
2904	4.5000	0.9579	0.9611
2905	4.5000	0.9579	0.9611
2906	3.5000	0.7450	0.7475
2907	4.5000	0.9579	0.9611
2908	4.5000	0.9579	0.9611
2909	3.5000	0.7450	0.7475
2910	4.5000	0.9579	0.9611
2911	3.5000	0.7450	0.7475
2912	4.5000	0.9579	0.9611
2913	4.5000	0.9579	0.9611
2914	3.5000	0.7450	0.7475
2915	4.5000	0.9579	0.9611
2916	4.5000	0.9579	0.9611
2917	0.5000	0.1064	0.1068
2918	2.5000	0.5321	0.5340
2919	4.5000	0.9579	0.9611
2920	4.5000	0.9579	0.9611
2921	4.5000	0.9579	0.9611
2922	4.5000	0.9579	0.9611
2923	3.5000	0.7450	0.7475
2924	4.5000	0.9579	0.9611
2925	4.5000	0.9579	0.9611
2926	3.5000	0.7450	0.7475
2927	4.5000	0.9579	0.9611
2928	4.5000	0.9579	0.9611
2929	4.5000	0.9579	0.9611
2930	4.5000	0.9579	0.9611
2931	4.5000	0.9579	0.9611
2932	4.5000	0.9579	0.9611
2933	4.5000	0.9579	0.9611
2934	3.5000	0.7450	0.7475
2935	4.5000	0.9579	0.9611
2936	4.5000	0.9579	0.9611
2937	4.5000	0.9579	0.9611
2938	3.5000	0.7450	0.7475
2939	4.5000	0.9579	0.9611
2940	4.5000	0.9579	0.9611
2941	4.5000	0.9579	0.9611
2942	4.5000	0.9579	0.9611
2943	4.5000	0.9579	0.9611
2944	3.5000	0.7450	0.7475
2945	4.5000	0.9579	0.9611
2946	4.5000	0.9579	0.9611
2947	4.5000	0.9579	0.9611
2948	4.5000	0.9579	0.9611
2949	4.5000	0.9579	0.9611
2950	4.5000	0.9579	0.9611
2951	4.5000	0.9579	0.9611
2952	3.5000	0.7450	0.7475
2953	3.5000	0.7450	0.7475
2954	1.5000	0.3193	0.3204
2955	3.5000	0.7450	0.7475
2956	4.5000	0.9579	0.9611
2957	2.5000	0.5321	0.5340
2958	4.5000	0.9579	0.9611
2959	4.5000	0.9579	0.9611
2960	4.5000	0.9579	0.9611
2961	4.5000	0.9579	0.9611
2962	4.5000	0.9579	0.9611
2963	4.5000	0.9579	0.9611
2964	4.5000	0.9579	0.9611
2965	4.5000	0.9579	0.9611
2966	4.5000	0.9579	0.9611
2967	4.5000	0.9579	0.9611
2968	4.5000	0.9579	0.9611
2969	2.5000	0.5321	0.5340
2970	4.5000	0.9579	0.9611
2971	4.5000	0.9579	0.9611
2972	4.5000	0.9579	0.9611
2973	4.5000	0.9579	0.9611
2974	3.5000	0.7450	0.7475
2975	4.5000	0.9579	0.9611
2976	1.5000	0.3193	0.3204
2977	4.5000	0.9579	0.9611
2978	4.5000	0.9579	0.9611
2979	3.5000	0.7450	0.7475
2980	4.5000	0.9579	0.9611
2981	3.5000	0.7450	0.7475
2982	4.5000	0.9579	0.9611
2983	4.5000	0.9579	0.9611
2984	4.5000	0.9579	0.9611
2985	4.5000	0.9579	0.9611
2986	4.5000	0.9579	0.9611
2987	4.5000	0.9579	0.9611
2988	4.5000	0.9579	0.9611
2989	3.5000	0.7450	0.7475
2990	4.5000	0.9579	0.9611
2991	4.5000	0.9579	0.9611
2992	4.5000	0.9579	0.9611
2993	4.5000	0.9579	0.9611
2994	3.5000	0.7450	0.7475
2995	3.5000	0.7450	0.7475
2996	3.5000	0.7450	0.7475
2997	3.5000	0.7450	0.7475
2998	4.5000	0.9579	0.9611
2999	4.5000	0.9579	0.9611
3000	4.5000	0.9579	0.9611
3001	4.5000	0.9579	0.9611
3002	4.5000	0.9579	0.9611
3003	4.5000	0.9579	0.9611
3004	2.5000	0.5321	0.5340
3005	3.5000	0.7450	0.7475
3006	4.5000	0.9579	0.9611
3007	4.5000	0.9579	0.9611
3008	3.5000	0.7450	0.7475
3009	3.5000	0.7450	0.7475
3010	4.5000	0.9579	0.9611
3011	4.5000	0.9579	0.9611
3012	4.5000	0.9579	0.9611
3013	4.5000	0.9579	0.9611
3014	3.5000	0.7450	0.7475
3015	4.5000	0.9579	0.9611
3016	2.5000	0.5321	0.5340
3017	4.5000	0.9579	0.9611
3018	4.5000	0.9579	0.9611
3019	4.5000	0.9579	0.9611
3020	4.5000	0.9579	0.9611
3021	4.5000	0.9579	0.9611
3022	4.5000	0.9579	0.9611
3023	4.5000	0.9579	0.9611
3024	4.5000	0.9579	0.9611
3025	2.5000	0.5321	0.5340
3026	3.5000	0.7450	0.7475
3027	4.5000	0.9579	0.9611
3028	4.5000	0.9579	0.9611
3029	3.5000	0.7450	0.7475
3030	3.5000	0.7450	0.7475
3031	2.5000	0.5321	0.5340
3032	4.5000	0.9579	0.9611
3033	3.5000	0.7450	0.7475
3034	3.5000	0.7450	0.7475
3035	4.5000	0.9579	0.9611
3036	4.5000	0.9579	0.9611
3037	4.5000	0.9579	0.9611
3038	4.5000	0.9579	0.9611
3039	3.5000	0.7450	0.7475
3040	3.5000	0.7450	0.7475
3041	4.5000	0.9579	0.9611
3042	4.5000	0.9579	0.9611
3043	4.5000	0.9579	0.9611
3044	4.5000	0.9579	0.9611
3045	4.5000	0.9579	0.9611
3046	4.5000	0.9579	0.9611
3047	2.5000	0.5321	0.5340
3048	4.5000	0.9579	0.9611
3049	4.5000	0.9579	0.9611
3050	4.5000	0.9579	0.9611
3051	4.5000	0.9579	0.9611
3052	4.5000	0.9579	0.9611
3053	4.5000	0.9579	0.9611
3054	4.5000	0.9579	0.9611
3055	3.5000	0.7450	0.7475
